m_over_d,m,n_seeds,tokens,fp16_perplexity,perplexity_mean,perplexity_std,ppl_delta_fp_mean,ppl_delta_fp_std,attention_logit_rmse_mean,attention_logit_rmse_std,qjl_residual_rmse_mean,qjl_residual_rmse_std,attention_kl_fp_to_quantized_mean,attention_kl_fp_to_quantized_std,runtime_s_mean,runtime_s_std
1.0,64,5,2048,22.771011037185442,42.70410674364001,0.6588422880533253,19.933095706454573,0.6588422880533253,6.696477273520496,0.0379214190366624,6.696477267725601,0.03792140524686186,0.2295140149236734,0.004783097679672767,4.084460307999689,0.5980199868694032
2.0,128,5,2048,22.771011037185442,30.573755134487794,0.2411117015773866,7.802744097302354,0.2411117015773866,4.7143833662900665,0.022648545193950202,4.714383363744451,0.022648539286448135,0.11325759272472675,0.001159225519414948,3.6328341751985134,0.07515225568919125
